"pk_value";"tender_id";"field_id"
"9188600";"17610774";"48478"
"7302682";"17617664";"45859"
"7404665";"17623441";"45989"
"16075087";"17633076";"47551"
"7505360";"17662105";"48527"
"9542966";"17666961";"47809"
"7574071";"17669678";"48768"
"7574076";"17669680";"48768"
"7574077";"17669681";"48768"
"17288143";"17677321";"48768"
"7967762";"17677862";"48592"
"10982878";"17689669";"48478"
"10982875";"17689670";"48478"
"10982879";"17689671";"48478"
"10982881";"17689672";"48478"
"8541405";"17705714";"22334"
"7574216";"17721568";"45989"
"14544890";"17769926";"45989"
"7304420";"17786456";"39522"
"13836483";"17792175";"22239"
"13836484";"17792175";"22240"
"13836485";"17792175";"22242"
"10902697";"17792252";"48353"
"15260678";"17793019";"22226"
"15260679";"17793019";"22332"
"15260680";"17793019";"22390"
"15260681";"17793019";"22457"
"15260682";"17793019";"22458"
"15260689";"17795719";"22399"
"6320709";"17795740";"22184"
"6320710";"17795740";"22236"
"13929825";"17795775";"22273"
"10255371";"17796023";"22183"
"8171341";"17796070";"22296"
"29010542";"17803658";"50597"
"12524931";"17829558";"48776"
"8542117";"17833308";"48768"
"18881164";"17833869";"48776"
"14624948";"17856104";"48481"
"13836716";"17858709";"48513"
"18881256";"17876680";"50720"
"9800593";"17930537";"48768"
"16075296";"17943135";"47551"
"14098280";"17943770";"45989"
"4736551";"17943832";"45716"
"12203384";"17949133";"48768"
"24429255";"17952607";"43020"
"11524462";"17952805";"31001"
"15080672";"17952845";"48515"
"15080673";"17952845";"48520"
"15080674";"17952845";"48525"
"15080675";"17952845";"48529"
"15080676";"17952845";"48533"
"9103677";"17976782";"20942"
"14098371";"17992217";"48768"
"4433903";"18003486";"48402"
"13591041";"18003722";"48592"
"4363464";"18015818";"45991"
"13021930";"18035190";"10838"
"4432724";"18042042";"45750"
"4432725";"18042042";"45753"
"4432726";"18042042";"45754"
"4432727";"18042042";"45774"
"4432728";"18042042";"45779"
"4432729";"18042042";"45790"
"4432730";"18042042";"45810"
"4432731";"18042042";"45861"
"4432732";"18042042";"45876"
"4432733";"18042042";"45892"
"4432734";"18042042";"45968"
"4432735";"18042042";"47899"
"4432722";"18042042";"47907"
"4432736";"18042042";"47908"
"4432737";"18042042";"47956"
"4432738";"18042042";"47963"
"4432739";"18042042";"47969"
"4432740";"18042042";"48179"
"4432723";"18042042";"48180"
"4432741";"18042042";"48355"
"4432742";"18042042";"48356"
"4432743";"18042042";"48358"
"4432744";"18042042";"48360"
"4432745";"18042042";"48365"
"4432746";"18042042";"48391"
"4432747";"18042042";"48393"
"4432748";"18042042";"48416"
"4432749";"18042042";"48417"
"4432750";"18042042";"48428"
"4432751";"18042042";"48433"
"4432752";"18042042";"48434"
"4432753";"18042042";"48437"
"4432754";"18042042";"48440"
"4432755";"18042042";"48443"
"4432756";"18042042";"48447"
"4432757";"18042042";"48449"
"4432758";"18042042";"48456"
"4432759";"18042042";"48460"
"4432760";"18042042";"48461"
"4432761";"18042042";"48471"
"4432762";"18042042";"48473"
"4432763";"18042042";"48482"
"4432764";"18042042";"48488"
"7172525";"18056148";"48527"
"10087342";"18058537";"48478"
"4550104";"18062491";"48776"
"4554683";"18062501";"50005"
"4933669";"18062651";"46056"
"6541099";"18074064";"10838"
"8667016";"18079470";"45716"
"4664870";"18083524";"50151"
"10896148";"18097587";"48461"
"8625183";"18099114";"45753"
"8625182";"18099114";"45871"
"8625184";"18099114";"45936"
"8625185";"18099114";"48417"
"6542962";"18101536";"45871"
"9278058";"18105176";"48198"
"7175310";"18108270";"48527"
"7469410";"18114332";"50446"
"8069789";"18119257";"47799"
"6326065";"18119296";"36285"
"6326066";"18119296";"36290"
"7509274";"18132522";"48478"
"11199569";"18143289";"48358"
"6327736";"18152890";"51353"
"7179637";"18160433";"48527"
"5065627";"18161067";"52338"
"8668443";"18161071";"45996"
"8668444";"18161078";"45996"
"7842602";"18173148";"39554"
"7577490";"18176512";"46030"
"7842684";"18176516";"48527"
"4783831";"18187513";"15822"
"4783832";"18187513";"15827"
"4783833";"18187513";"15981"
"4783830";"18187513";"15996"
"4783834";"18187513";"16088"
"4783829";"18187513";"16101"
"4783835";"18187513";"16115"
"4783836";"18187513";"16274"
"4783837";"18187513";"16350"
"4783838";"18187513";"16368"
"4783839";"18187513";"16380"
"4783840";"18187513";"16467"
"4783841";"18187513";"16470"
"4783842";"18187513";"16588"
"4783843";"18187513";"16616"
"4783844";"18187513";"16688"
"4783845";"18187513";"16689"
"4783846";"18187513";"16705"
"4783847";"18187513";"16706"
"4783848";"18187513";"16731"
"4783849";"18187513";"16746"
"4783850";"18187513";"16777"
"4783851";"18187513";"16793"
"4783852";"18187513";"17002"
"4221629";"18187530";"48768"
"4221630";"18187530";"48776"
"4342480";"18190512";"48768"
"7842921";"18190604";"48402"
"7314183";"18196739";"48353"
"7314228";"18197553";"48338"
"7843034";"18197755";"45989"
"5771905";"18197795";"31001"
"7512158";"18198146";"48768"
"7314511";"18198159";"50766"
"7314512";"18198159";"50771"
"4269639";"18200313";"45716"
"4433793";"18203967";"51928"
"6551229";"18205210";"10933"
"6551230";"18205210";"10935"
"7513006";"18212114";"45989"
"7843452";"18212812";"47658"
"5772612";"18216080";"10847"
"5989782";"18223536";"45859"
"5989783";"18223536";"48479"
"5866854";"18229625";"43235"
"7189558";"18229829";"45859"
"8545436";"18233709";"47837"
"8083440";"18234053";"35179"
"5067697";"18237449";"48479"
"8670317";"18243421";"48478"
"6556851";"18246675";"48479"
"4683199";"18256990";"11925"
"4683200";"18256994";"11925"
"5062892";"18257064";"50900"
"4794040";"18263553";"48338"
"8848204";"18264454";"19400"
"5469887";"18265417";"1127"
"9901156";"18265417";"47636"
"9111629";"18265455";"48353"
"6376453";"18270325";"50661"
"8671435";"18270444";"45972"
"7331544";"18270448";"48479"
"7331556";"18270532";"13909"
"7331557";"18270532";"14027"
"7331558";"18270532";"14615"
"7331555";"18270532";"14629"
"7331559";"18270532";"14694"
"7331560";"18270532";"14718"
"7331561";"18270532";"14814"
"7331554";"18270532";"14818"
"15260508";"18272864";"17302"
"15260509";"18272864";"22598"
"4798131";"18285566";"31668"
"7534945";"18286229";"48527"
"7332856";"18293308";"47840"
"7542676";"18304212";"47839"
"5379514";"18309327";"47840"
"6310620";"18309489";"50656"
"7544374";"18310178";"45989"
"8085667";"18310663";"45716"
"7545206";"18316407";"48479"
"8672901";"18316696";"7897"
"8672902";"18316696";"7903"
"8672903";"18316696";"7913"
"8672899";"18316696";"7914"
"8672904";"18316696";"7916"
"8672905";"18316696";"7925"
"8672906";"18316696";"7926"
"8672900";"18316696";"7933"
"8672907";"18316696";"7936"
"8672908";"18316696";"7944"
"8672909";"18316696";"7969"
"8672910";"18316696";"11575"
"8673345";"18317488";"45415"
"6583826";"18317511";"48479"
"6702064";"18317640";"20953"
"7335778";"18319787";"48479"
"6719772";"18326183";"45753"
"6719773";"18326183";"45871"
"6410071";"18331782";"47786"
"5380766";"18335162";"48417"
"7258248";"18336430";"48417"
"8858043";"18339707";"48402"
"7342989";"18362151";"36578"
"7342988";"18362151";"36585"
"7342990";"18362151";"36586"
"5685227";"18362182";"47840"
"7220693";"18362194";"22366"
"8087320";"18368082";"48338"
"6720553";"18372988";"48768"
"5063122";"18373222";"48479"
"6788423";"18376713";"48479"
"8549235";"18385031";"45753"
"8549236";"18385031";"48417"
"6716164";"18395009";"48449"
"7983180";"18403835";"48010"
"7603406";"18403852";"51930"
"7603407";"18403852";"51978"
"6792342";"18404012";"48338"
"6483398";"18404112";"51935"
"7226449";"18404131";"48402"
"6792570";"18404193";"43237"
"6792569";"18404193";"43239"
"6792568";"18404193";"43255"
"6792571";"18404193";"43256"
"6485053";"18404785";"50628"
"5167742";"18405050";"48479"
"7226913";"18405074";"12126"
"7226914";"18405074";"12150"
"7226915";"18405074";"12156"
"7226916";"18405074";"12160"
"7226917";"18405074";"12161"
"7226918";"18405074";"12167"
"7226919";"18405074";"12172"
"7226912";"18405074";"12178"
"7226911";"18405074";"12179"
"7226920";"18405074";"12180"
"7226921";"18405074";"12193"
"8549828";"18405140";"48010"
"7608485";"18405200";"48010"
"6793268";"18406916";"7897"
"6793269";"18406916";"7905"
"6793270";"18406916";"7913"
"6793271";"18406916";"7914"
"6793272";"18406916";"7916"
"6793267";"18406916";"7923"
"6793273";"18406916";"7933"
"6793274";"18406916";"7936"
"6793275";"18406916";"7944"
"6793276";"18406916";"7969"
"8676766";"18420149";"10847"
"8676765";"18420149";"10876"
"8676767";"18420149";"10877"
"7568915";"18420153";"48520"
"6797472";"18430227";"22437"
"6082563";"18430253";"47963"
"6082562";"18430253";"47969"
"6082564";"18430253";"47970"
"7986582";"18430314";"10925"
"7231908";"18430525";"10212"
"5695660";"18430574";"48338"
"6401289";"18434818";"48010"
"5696855";"18434920";"47840"
"6392825";"18434952";"45989"
"7988904";"18435014";"48338"
"5878520";"18437932";"48353"
"8090346";"18447698";"47840"
"7940504";"18462239";"48479"
"7940626";"18462260";"45972"
"7940770";"18462279";"47766"
"6804038";"18462443";"51353"
"7943205";"18464479";"10825"
"9114144";"18464577";"11927"
"7944667";"18467373";"12033"
"7944743";"18467439";"50873"
"7268844";"18480899";"45716"
"7970648";"18497069";"45972"
"8012659";"18497098";"47958"
"8012748";"18497114";"47766"
"8013830";"18498901";"11927"
"8013831";"18498901";"11938"
"8013829";"18498901";"11940"
"8013828";"18498901";"11956"
"8013832";"18498901";"11977"
"8013833";"18498901";"12036"
"8013834";"18498901";"12050"
"8013835";"18498901";"12084"
"10472646";"18512148";"48513"
"8036120";"18517211";"50627"
"8554908";"18518732";"51353"
"8504600";"18518825";"48513"
"9000647";"18519043";"50627"
"8245987";"18547987";"50331"
"8054308";"18548029";"48010"
"8056249";"18548399";"37261"
"8057363";"18548661";"45859"
"7965020";"18549760";"45989"
"8894031";"18554974";"45989"
"8894032";"18554974";"48353"
"8125319";"18574600";"43366"
"8125774";"18574627";"37191"
"8125773";"18574627";"37249"
"8125775";"18574627";"37256"
"8146585";"18583219";"48529"
"8146637";"18583236";"45980"
"8146636";"18583236";"46001"
"8146638";"18583236";"47958"
"8146649";"18583241";"48529"
"8146650";"18583244";"48529"
"8146892";"18583352";"48776"
"8150269";"18593101";"11927"
"8150270";"18593101";"11939"
"8150271";"18593101";"11940"
"8150268";"18593101";"11959"
"8150267";"18593101";"11970"
"8150272";"18593101";"11977"
"8150273";"18593101";"12036"
"7874825";"18606308";"45859"
"8159193";"18606318";"48441"
"8839783";"18607377";"48768"
"8704535";"18607388";"48513"
"8564643";"18683915";"36578"
"8564642";"18683915";"36585"
"8564644";"18683915";"36586"
"8423833";"18684078";"48353"
"9036412";"18684339";"48527"
"7273698";"18687288";"22438"
"7318335";"18692786";"14"
"7318336";"18692786";"1070"
"9118122";"18692786";"48515"
"9554462";"18693464";"37142"
"8356849";"18693606";"45859"
"8356848";"18693606";"47839"
"8356850";"18693606";"48338"
"9537257";"18694877";"47766"
"7966968";"18702060";"45989"
"8943122";"18706842";"45989"
"8943123";"18706842";"47841"
"9287991";"18708323";"10847"
"9287992";"18708323";"10875"
"9287993";"18708323";"10891"
"9356223";"18708456";"11927"
"9356224";"18708456";"11928"
"9356225";"18708456";"11940"
"9356226";"18708456";"11959"
"9356227";"18708456";"11978"
"9356228";"18708456";"12036"
"9356229";"18708456";"12048"
"9356230";"18708456";"12086"
"8402677";"18708545";"29936"
"8402678";"18708545";"30003"
"8405346";"18710377";"29973"
"8405345";"18710377";"29977"
"8405344";"18710377";"29984"
"8405347";"18710377";"29985"
"8889060";"18711685";"48353"
"8428899";"18746384";"48608"
"9040927";"18747866";"50900"
"8573448";"18748981";"13917"
"8573447";"18748981";"14017"
"8573446";"18748981";"14022"
"8573449";"18748981";"14028"
"8573450";"18748981";"14694"
"8170223";"18751062";"37180"
"8170224";"18751154";"45989"
"10185430";"18752563";"19802"
"8170280";"18753174";"48479"
"8292353";"18754358";"45989"
"7572182";"18755828";"48529"
"8103084";"18756098";"34422"
"8103083";"18756098";"34423"
"8103082";"18756098";"34424"
"8103085";"18756098";"34428"
"9846767";"18756416";"50772"
"7285931";"18759835";"28301"
"9121162";"18777957";"11730"
"9121163";"18777957";"11731"
"9121164";"18777957";"11732"
"9121165";"18777957";"11734"
"7885090";"18797788";"20861"
"6907128";"18798786";"48390"
"6907127";"18798786";"48403"
"6907126";"18798786";"48428"
"6907129";"18798786";"48437"
"8654968";"18828629";"45871"
"8654969";"18828629";"47917"
"8654970";"18828629";"47949"
"8654971";"18828629";"47952"
"8654972";"18828629";"47959"
"8654967";"18828629";"47964"
"8654966";"18828629";"47966"
"8654973";"18828629";"47969"
"8654974";"18828629";"48076"
"8654975";"18828629";"48341"
"8654976";"18828629";"48431"
"8654977";"18828629";"48434"
"8654978";"18828629";"48437"
"8654979";"18828629";"48443"
"8654980";"18828629";"48447"
"8654981";"18828629";"48456"
"8654982";"18828629";"48471"
"8654983";"18828629";"48472"
"8654984";"18828629";"48473"
"8841203";"18840236";"48478"
"8103978";"18844179";"45754"
"8103979";"18844179";"45891"
"8103977";"18844179";"48353"
"8103976";"18844179";"48359"
"8103980";"18844179";"48391"
"8943291";"18844913";"43337"
"8999797";"18871946";"50346"
"7303107";"18873427";"47958"
"7580159";"18879502";"50619"
"8924978";"18884471";"47766"
"8275146";"18887372";"48479"
"7420797";"18897727";"1064"
"7420798";"18897727";"1133"
"9741722";"18897727";"22183"
"9053849";"18899083";"48513"
"8656516";"18906912";"45989"
"10273159";"18915125";"15462"
"9640765";"18915408";"39554"
"8841645";"18915773";"48592"
"8841638";"18915786";"48592"
"10225332";"18939204";"48592"
"8669435";"18962172";"47840"
"8394175";"18963633";"50661"
"8176675";"18968121";"38270"
"9140957";"18969519";"51932"
"9016820";"18971361";"48527"
"7423594";"18996481";"1045"
"7423595";"18996481";"1091"
"9222612";"18996481";"32117"
"9222613";"18996481";"36571"
"9222614";"18996481";"36578"
"9222615";"18996481";"36585"
"9222616";"18996481";"36586"
"7989066";"18996501";"44382"
"8670580";"19002440";"31688"
"9859661";"19006660";"10213"
"8179383";"19018869";"48435"
"9061821";"19037897";"48527"
"9085600";"19041683";"45989"
"8672168";"19041705";"20459"
"10379531";"19046397";"22237"
"8672894";"19055330";"45721"
"9271610";"19058295";"26660"
"9271894";"19060527";"45989"
"8406646";"19071902";"11926"
"9272060";"19071903";"45989"
"9079158";"19093851";"45753"
"9079159";"19093851";"48358"
"9079160";"19093851";"48417"
"9079161";"19093851";"48431"
"8452184";"19095814";"50613"
"9073107";"19113021";"7897"
"9073108";"19113021";"7903"
"9073109";"19113021";"7913"
"9073110";"19113021";"7914"
"9073111";"19113021";"7925"
"9073112";"19113021";"7926"
"9073113";"19113021";"7933"
"9073114";"19113021";"7936"
"9073115";"19113021";"7938"
"9073116";"19113021";"7944"
"9073117";"19113021";"7946"
"10739433";"19135001";"30388"
"8610156";"19138440";"43376"
"9005732";"19141096";"22368"
"7243228";"19157679";"1149"
"7243229";"19157679";"45735"
"8948721";"19162167";"48527"
"8660073";"19173116";"48768"
"9059976";"19173130";"1101"
"9543874";"19173130";"46004"
"7369063";"19179706";"50612"
"7586160";"19192773";"36030"
"7367799";"19194360";"1040"
"7367800";"19194360";"47780"
"8843579";"19203738";"48776"
"8051747";"19207513";"48776"
"9974542";"19207521";"47766"
"7955288";"19207551";"48776"
"8851833";"19211828";"50772"
"8852451";"19221703";"47969"
"7463003";"19221705";"1016"
"7463004";"19221705";"1161"
"7463005";"19221705";"47840"
"7463006";"19221705";"48402"
"7474325";"19225904";"1075"
"7474327";"19225904";"48438"
"7474326";"19225904";"48520"
"8853459";"19230749";"37261"
"7685102";"19232662";"20959"
"9060349";"19254321";"1101"
"9544847";"19254321";"46004"
"8598409";"19257962";"1064"
"8598410";"19257962";"1139"
"9889718";"19257962";"48478"
"7753562";"19261019";"48404"
"7710092";"19262593";"1040"
"7710093";"19262593";"47780"
"7709818";"19267847";"45989"
"9007980";"19271947";"22603"
"11063057";"19271948";"22312"
"7850575";"19289252";"47536"
"9890942";"19292438";"22356"
"8806752";"19294250";"1132"
"10495251";"19294250";"45740"
"10430961";"19294252";"47910"
"9053333";"19297872";"47958"
"8060739";"19315072";"22273"
"7872301";"19317272";"1075"
"7872303";"19317272";"48438"
"7872302";"19317272";"48520"
"8861745";"19319262";"47958"
"8807309";"19321229";"1148"
"9361344";"19321229";"48338"
"8716040";"19321230";"13"
"10494027";"19321230";"45859"
"9905732";"19325165";"48835"
"10487613";"19334181";"22312"
"9290090";"19350066";"22438"
"8308114";"19355136";"22273"
"9054599";"19363121";"51354"
"10694316";"19363124";"48563"
"8006470";"19366957";"50761"
"10571490";"19379192";"48563"
"8583923";"19388000";"48528"
"8973781";"19395328";"1073"
"9137873";"19395328";"48338"
"9062264";"19395335";"1073"
"9062265";"19395335";"1127"
"10758547";"19395335";"48402"
"9062383";"19397076";"9"
"9365028";"19397076";"39579"
"8299017";"19418510";"48417"
"8299045";"19418512";"48417"
"8337042";"19427777";"46001"
"8414658";"19448275";"48402"
"8468400";"19462853";"1127"
"8468401";"19462853";"45989"
"9015142";"19463790";"48768"
"8532901";"19479759";"1072"
"8532902";"19479759";"48527"
"8589846";"19480842";"1045"
"8589847";"19480842";"1145"
"8589848";"19480842";"36030"
"8785555";"19514246";"48513"
"8728578";"19520995";"11927"
"8728579";"19520995";"11940"
"8728577";"19520995";"11958"
"8728576";"19520995";"11978"
"9034791";"19526956";"48776"
"8742988";"19526958";"48417"
"8682840";"19531864";"1149"
"8682841";"19531864";"45859"
"10423565";"19531868";"47958"
"8754358";"19531871";"22521"
"9725789";"19545457";"48513"
"9725790";"19545457";"48527"
"8978760";"19549049";"16171"
"8847677";"19552841";"50151"
"9955113";"19552847";"48527"
"8840110";"19556301";"1070"
"8840111";"19556301";"48479"
