"record_id";"tender_id";"tag_id"
"449999139";"27503463";"11"
"454343672";"27519501";"11"
"454343654";"27522545";"11"
"468233465";"27694929";"11"
"477454439";"27792182";"11"
"479165428";"27820070";"11"
"501662193";"28070454";"11"
"561920125";"28734467";"11"
"621081117";"29383497";"11"
"723998554";"30634639";"11"
"812738756";"31760591";"11"
"828860584";"31918760";"11"
"864142023";"32333189";"11"
"875883692";"32451366";"11"
"877856200";"32465275";"11"
"891907106";"32609321";"11"
"894214367";"32664105";"11"
"907350727";"32740080";"11"
"907996322";"32756698";"11"
"909543142";"32769261";"11"
"909543134";"32773206";"11"
"911706987";"32798986";"11"
"911706983";"32801329";"11"
"920643063";"32835829";"11"
"936908494";"33207023";"11"
"957356133";"33703831";"11"
"975574625";"34223814";"11"
"994215661";"34638228";"11"
"1007727800";"34800957";"11"
"142443687";"21783467";"12"
"142443686";"21783832";"12"
"142443684";"21788518";"12"
"142443673";"21805062";"12"
"142443671";"21808287";"12"
"142443503";"22064477";"12"
"149723527";"22479698";"12"
"166801929";"22798006";"12"
"205343738";"23578197";"12"
"231165554";"24357507";"12"
"299452658";"25397205";"12"
"589795373";"29071726";"12"
"1023518949";"35076631";"12"
"142443855";"22092109";"13"
"160346592";"22664900";"15"
"402638552";"26636180";"15"
"575750884";"28907993";"15"
"589796146";"29071726";"15"
"841103981";"32052227";"15"
"177404832";"23059685";"18"
"205344318";"23578197";"18"
"250020850";"24691053";"18"
"275392420";"25038450";"18"
"282186185";"25127546";"18"
"301933594";"25458495";"18"
"424160151";"26884801";"18"
"431800331";"27252142";"18"
"434734869";"27297890";"18"
"624906921";"29444359";"18"
"142445252";"21475333";"21"
"142444661";"22291380";"21"
"166802910";"22798006";"21"
"175083196";"23003139";"21"
"175083193";"23003140";"21"
"175083198";"23003141";"21"
"175083191";"23003142";"21"
"175083201";"23003144";"21"
"175083199";"23003145";"21"
"175083197";"23003146";"21"
"175083200";"23003150";"21"
"382047241";"26440904";"21"
"589796801";"29071726";"21"
